ethereum_address,ether_balance,unique_tokens,unique_transfers,mined_blocks,outgoing_txns,incoming_txns,total_eth_sent,avg_eth_sent,total_usd_sent,avg_usd_sent,total_eth_recd,avg_eth_recd,total_usd_recd,avg_usd_recd,active_months,monthly_outgoing_txns,monthly_incoming_txns,monthly_eth_sent,monthly_usd_sent,monthly_eth_recd,monthly_usd_recd,contracts_created,contract_txns_sent,incoming_avg_time_btwn_txns,incoming_std_time_btwn_txns,outgoing_avg_time_btwn_txns,outgoing_std_time_btwn_txns,num_tokens_used,Entity
0x0e8f2904721f88ee8c5845ec0c53ce416092bd9b,397.6353000077778,19,1,0,10,9,12.5546,1.25546,11004.234092,1100.4234092,410.2025,45.578055556,186843.97660000002,20760.441844444445,18,0.5555555555555556,0.5,0.697477778,611.3463384444444,22.789027778,10380.220922222223,0,0,2769829.25,2623985.1314648297,153811.0,202677.02965124094,13,
0xb1155b6ecf380741f6073e39c662e1ee0ba7e2e5,400.000148174,19,1,0,3,6,116.309,38.769666667,33007.60291,11002.534303333334,516.310471174,86.051745196,3707.37301670584,617.8955027843066,24,0.125,0.25,4.846208333,1375.3167879166667,21.512936299,154.47387569607668,0,0,5631.2,10814.616021847469,57918.5,33497.76954515032,13,
0x50267bc2dea78a2dcfbe457e1c417c8bb9da8a56,208.62863996777781,19,1,0,8,21,209.101,26.137625,39844.020000000004,4980.5025000000005,417.74407251,19.892574881,3323.324756534,158.25355983495237,34,0.23529411764705882,0.6176470588235294,6.150029412,1171.8829411764707,12.286590368,97.74484578041177,0,0,227881.35000000003,380597.4855343656,5993876.857142857,15858008.583401768,14,
0x729b2db89eb5e80d7c47102c9c678fddb3e7c3c5,343.27936082377784,19,1,0,15,13,65.185,4.345666667,7050.234749999999,470.01564999999994,408.469316816,31.420716678,178843.29609967172,13757.176623051673,21,0.7142857142857143,0.6190476190476191,3.104047619,335.7254642857142,19.450919848,8516.3474333177,0,0,2182557.083333333,3445729.7496491736,1249609.4285714286,2551998.0817514705,13,
0x2832d35cb848e2288c2166974370699d55c8b99e,170.46696473000003,19,1,0,13,10,182.8,14.061538462,40831.666,3140.897384615384,353.27231973,35.327231973,37161.3493384146,3716.1349338414598,20,0.65,0.5,9.14,2041.5832999999998,17.663615987,1858.0674669207299,0,0,1074142.6666666667,1973124.8529287877,898818.3333333334,2586863.8894650145,12,
0xd2dc1de930ecf87299b8385cd33a5f99510e7e16,142.09809746750003,19,1,0,14,11,63.72,4.551428571,42165.909700000004,3011.850692857143,234.697,21.336090909,69191.17323,6290.106657272727,18,0.7777777777777778,0.6111111111111112,3.54,2342.550538888889,13.038722222,3843.9540683333335,0,0,1779166.0,3279753.1906406884,783354.6923076923,1012159.4617715782,13,
0x11e330f494a2d3a17d559b95a03a956f1256f437,302.7502648641285,19,16,0,4,24,477.25,119.3125,151834.31750000003,37958.579375,701.53517562,29.230632318,217242.08220584417,9051.753425243507,15,0.26666666666666666,1.6,31.816666667,10122.287833333336,46.769011708,14482.805480389612,0,0,240911.56521739127,590903.9197123664,1818824.3333333333,819239.8334293404,9,
0x865e54ac14c88a8ffeaad00e61754ade2ef28755,136.0006563103814,19,1,0,17,146,81.757106407,4.809241553,24563.63001151662,1444.9194124421538,219.352775163,1.502416268,60488.79103037523,414.306787879282,20,0.85,7.3,4.08785532,1228.181500575831,10.967638758,3024.4395515187616,0,0,350956.1241379309,866515.6367572553,474873.625,1163188.551637889,14,
0x8f3aff8bfcc51b2572f19342a9dd25159ba4127b,300.40830489999996,19,1,0,5,7,219.79,43.958,109283.98380000002,21856.796760000005,500.1,71.442857143,93059.61022094001,13294.230031562858,19,0.2631578947368421,0.3684210526315789,11.567894737,5751.788621052632,26.321052632,4897.874222154737,0,0,193548.5,363047.2758436565,981.2499999999999,1138.9780141278702,12,
0x1a8c9694ff97a141b64da86ae020249de4221221,100.477985805,19,1,0,5,16,717.9,143.58,587516.9839999999,117503.39679999999,1065,66.5625,505593.42,31599.58875,17,0.29411764705882354,0.9411764705882353,42.229411765,34559.82258823529,62.647058824,29740.789411764705,0,0,2605815.5333333327,2446530.88607288,879318.25,947347.4552705482,12,
0x6ec710f1bf69a82571413e7b37931f7fe046e9af,155.02425037694374,19,1,0,13,4,289.9737796,22.305675354,104106.165852988,8008.166604076,380.0041,95.001025,115726.44861400002,28931.612153500006,18,0.7222222222222222,0.2222222222222222,16.109654422,5783.675880721556,21.111338889,6429.2471452222235,0,0,281.0,293.1774206858366,1873326.4166666667,5337414.193908055,14,
0xc16ef4f748033f1e75adf8bdbff83c21a3d190d9,105.147162955,19,1,0,4,8,26,6.5,10418.720000000001,2604.68,285.75458647,35.719323309,19085.075656266603,2385.634457033325,20,0.2,0.4,1.3,520.936,14.287729324,954.2537828133302,0,0,740357.7142857143,1845858.3813260354,6512.333333333334,7047.42692997475,13,
0x13f2da892a9967ea5ec4b62be6deecbdc55f4bc8,532.1474909777778,19,1,0,10,22,453,45.3,114421.60000000002,11442.160000000003,985.15286697,44.779675771,125107.03898010208,5686.68359000464,27,0.37037037037037035,0.8148148148148148,16.777777778,4237.837037037038,36.487143221,4633.594036300077,0,0,1443675.9523809524,5011797.624166368,2694713.777777778,7537927.969609682,13,
0x18edbb78c987efd0ef489359ed253b672298596b,116.65817742221826,19,2,0,13,859,1563.111,120.239307692,7770.178550000001,597.7060423076923,2300.356722087,2.67794729,19487.91239086218,22.686743179117812,40,0.325,21.475,39.077775,194.25446375000004,57.508918052,487.1978097715545,0,0,95535.19813519811,381970.59746225696,1771195.2500000002,2332423.796348734,15,
0xc5806e4f74041caa53e5f4206a87a3856b74a133,122.20743557193536,19,5,0,21,14,124.724776467,5.93927507,90526.99528427704,4310.809299251286,197.61110479,14.115078914,99527.23035068919,7109.087882192087,12,1.75,1.1666666666666667,10.393731372,7543.916273689753,16.467592066,8293.935862557433,0,0,658992.1538461539,2013246.630231041,313889.25000000006,683953.7077141125,14,
0xb23bc4e9144f1c74675a845be6631c702dd1a162,265.00333734651366,19,1,0,3,110,150.45,50.15,108951.62899999999,36317.20966666666,409.830335887,3.725730326,298650.1919228846,2715.001744753494,19,0.15789473684210525,5.7894736842105265,7.918421053,5734.296263157894,21.570017678,15718.431153836033,0,0,433745.80733944953,896394.4993655242,1411315.0,1785969.295727673,15,
0x0f60ba2ee50422786c17c8a6b4ff57c307eba99c,388.15194697,19,1,0,3,4,370,123.333333333,87619.9,29206.63333333333,1009.16666797,252.291666993,282575.57903472445,70643.8947586811,17,0.17647058823529413,0.23529411764705882,21.764705882,5154.111764705882,59.362745175,16622.092884395555,0,0,3830375.6666666665,3898423.0201470354,8555397.5,12097456.462863775,12,
0xc89e186d2b7166a21b41dc4420ac91dc6ed6034d,150.36965068210122,19,1,0,16,12,383.49958,23.96872375,181674.12547240002,11354.632842025001,583.893963355,48.65783028,12067.051435928674,1005.5876196607227,23,0.6956521739130435,0.5217391304347826,16.673894783,7898.875020539132,25.386694059,524.6544102577684,0,0,2110775.6363636362,6854280.288864795,2176355.2,2815480.4025716768,14,
0x2ad63ebffec05fe3eddc09b6a127271ab712d94e,200.39283597,19,1,0,6,3,62.3,10.383333333,64292.473000000005,10715.412166666665,414.50150057,138.167166857,9322.4523518884,3107.4841172961333,21,0.2857142857142857,0.14285714285714285,2.966666667,3061.5463333333337,19.738166694,443.9263024708762,0,0,493564.0,508217.44262864493,164062.4,184479.72181462112,13,
0x3e4ecb78c2733ccc485e983dd355e3f756f5bd5d,398.22186972996917,19,1,0,4,7,16,4,19069.940000000002,4767.484999999999,523.24487733,74.74926819,5571.8853404259,795.9836200608428,24,0.16666666666666666,0.2916666666666667,0.666666667,794.5808333333334,21.801869889,232.1618891844125,0,0,820314.3333333334,714115.2926592923,11259715.333333334,19128691.08928066,12,
0xfee35b63ddf7dc99780822995745dfc245a58fb3,176.7573537535974,19,1,4,9,6,289.640916182,32.18232402,3182.6492674745973,353.6276963860664,493.723031464,82.287171911,5136.19276763807,856.0321279396783,40,0.225,0.15,7.241022905,79.56623168686494,12.343075787,128.40481919095174,0,0,7729680.2,7020499.913127854,1949544.125,4096117.2037324896,13,Mining
0xbbbdc393fc6b58f6daac1af4e90be7249494c125,213.798055,19,1,0,9,5,575.246299206,63.916255467,218319.20357023235,24257.689285581375,740.35,148.07,255217.03749999998,51043.40749999999,18,0.5,0.2777777777777778,31.958127734,12128.844642790686,41.130555556,14178.724305555554,0,0,3581508.75,7058083.578908861,3703399.8749999995,5845934.344477425,13,
0x62c3015b8b48555f18905e5cd3d8633b2519ebb4,189.9982389510173,19,2,0,17,10,201.899083045,11.87641665,80151.88301332179,4714.816647842458,501.90986778,50.190986778,6506.0093533738,650.6009353373798,33,0.5151515151515151,0.30303030303030304,6.118154032,2428.8449397976296,15.209389933,197.15179858708484,0,0,970046.3333333334,2146885.9414353506,3819179.125,8714140.51048218,14,
0xe0ba7ec39c48a8bc5152b6fbab0cc147f7e6ecbc,173.99282820099998,19,1,0,3,3,99.947978803,33.315992934,1522.40068598512,507.46689532837325,273.946529,91.315509667,59969.51627044,19989.838756813333,31,0.0967741935483871,0.0967741935483871,3.224128348,49.10969954790709,8.836984806,1934.5005248529033,0,0,22967436.0,15528788.992200518,19330238.5,13193975.433731128,12,
0xa8e6d41e4b6fe3b683bcd3972600faa6ea4bd60c,101.00386812351164,19,1,0,7,11,130.6299,18.661414286,63668.836761000006,9095.548108714285,211.9981275,19.272557045,83181.20241193501,7561.927491994091,18,0.3888888888888889,0.6111111111111112,7.257216667,3537.1575978333335,11.77767375,4621.177911774167,0,0,3129978.1999999997,3781856.1096352264,2014168.8333333337,3725438.4919139077,16,
0x8fc0a75453586554a4e1ad583162c9017a332dd0,147.00513736718375,19,1,0,7,28,56.01,8.001428571,36181.933800000006,5168.847685714287,207.219502674,7.400696524,20307.57064016208,725.2703800057885,20,0.35,1.4,2.8005,1809.0966900000003,10.360975134,1015.378532008104,0,0,761340.7407407409,808362.4023516543,3436277.833333333,5191577.563534939,13,
0xd812ade116c33650191118d0d5d11919946490f1,119.47567024957992,19,5,0,6,7,603.999618178,100.66660303,312872.0750630416,52145.34584384026,723.481063985,103.354437712,8164.050626167868,1166.2929465954096,27,0.2222222222222222,0.25925925925925924,22.370356229,11587.854631964503,26.795594962,302.37224541362474,0,0,842440.8333333333,555140.6972450919,12336145.8,10036650.290839603,15,
0x99e8c0a3c86356af8746a299435bdf0d3c1424f5,101.10120041477778,19,7,0,12,13,225.482732596,18.790227716,51404.77663321732,4283.731386101444,340.792683692,26.214821822,89548.37147991109,6888.336267685468,21,0.5714285714285714,0.6190476190476191,10.737272981,2447.846506343682,16.228223033,4264.208165710052,0,0,2071751.3333333335,2870887.7661364083,2112980.909090909,3032918.7250882424,21,
0xfcfd6c976d352d6b1ed6a35dc13b810a36abbb73,470.47621563950537,19,1,0,24,16,211.447346334,8.810306097,62956.1085826104,2623.171190942101,625.662878076,39.10392988,230834.13119115756,14427.13319944735,18,1.3333333333333333,0.8888888888888888,11.747074796,3497.5615879228003,34.759048782,12824.118399508754,0,0,483923.46666666656,931247.6973604413,333829.6086956521,503415.8041318365,12,
0x8c31c4447123397b4a1773be780a76fa658fe8f7,550.343697,19,2,0,30,11,13675.183,455.839433333,1293053.22217,43101.77407233334,14322.6465,1302.058772727,153191.0008118,13926.454619254546,33,0.9090909090909091,0.3333333333333333,414.399484848,39183.43097484848,434.019590909,4642.151539751516,0,0,2645939.9,5093855.948139712,1958499.4827586212,4077329.865019067,13,
0x1b725807f2de5cc6731f00b2183a3de0c9864b31,187.00042146,19,1,0,20,3,345.12916972,17.256458486,50261.26948797431,2513.0634743987152,532.13815918,177.379386393,5302.456628379001,1767.4855427930006,24,0.8333333333333334,0.125,14.380382072,2094.2195619989293,22.172423299,220.93569284912505,0,0,4070216.0,5754613.176204983,1882816.684210526,3499420.100366822,12,
0x2e73270cc902f5fc84666e74f3348f8e5fe0abb1,328.0076456973815,19,1,0,19,6,1319.9,69.468421053,459420.14699999994,24180.007736842108,1797.91834,299.653056667,21835.1554824,3639.1925804,26,0.7307692307692307,0.23076923076923078,50.765384615,17670.00565384615,69.150705385,839.8136724000001,0,0,70226.2,38989.05404982275,2631327.2222222225,7486813.6125122765,13,
0xb34ebe0ef82799eb755ec74bfdf32ad1b3147320,204.718657197609,19,1,0,5,11,80.6,16.12,59200.205,11840.041000000003,310.323351446,28.211213768,12670.643598738978,1151.8766907944525,33,0.15151515151515152,0.3333333333333333,2.442424242,1793.9456060606062,9.403737923,383.95889693148416,0,0,3997816.2,10533001.23902443,545814.0,763581.3451230982,14,
0xd598b81f87ccc6ef8b96bca5c6932b91daefd9e6,100.633024189,19,2,0,12,7,50.51897736,4.20991478,22275.552555083203,1856.2960462569333,132.654692533,18.950670362,52002.741423414,7428.963060487714,16,0.75,0.4375,3.157436085,1392.2220346927002,8.290918283,3250.171338963375,0,0,1981465.5,3196953.280579793,1330477.2727272727,1989389.9263023373,12,
0xd586e569e03439d10bbc7dbb5749e64665185059,548.5161878459967,19,1,0,9,10,1040.51,115.612222222,22180.2248,2464.469422222222,814.7199,81.47199,10618.462902000001,1061.8462902,34,0.2647058823529412,0.29411764705882354,30.603235294,652.3595529411765,23.96235,312.30773241176473,5,10,1270025.7777777778,2972454.501834796,4179399.2499999995,11158878.286099264,13,
0x3cef12cf820c9874aa1447ce139982fb9e9e7ccb,358.5861843376033,19,1,0,38,7,312.837404761,8.232563283,73280.02998553372,1928.4218417245722,744.211745434,106.315963633,13133.916833927758,1876.2738334182513,22,1.7272727272727273,0.3181818181818182,14.219882035,3330.9104538878964,33.827806611,596.996219723989,0,0,4072903.5,8790412.704800265,1444881.27027027,3948183.9756267243,14,
0x0f5d1b4e9205a0231d1712bf9abc94e9202d2364,131.12206421360187,19,3,0,8,5,87.3,10.9125,31895.025999999998,3986.87825,541.93301299,108.386602598,157180.12014510523,31436.024029021057,15,0.5333333333333333,0.3333333333333333,5.82,2126.3350666666665,36.128867533,10478.674676340348,0,0,2868920.75,4977738.3725515595,1852752.1428571427,1744031.126470552,14,
0x3371be1ce9ae7c8d72d431bad315c46e7cc3e8b9,102.07196278908144,19,1,0,21,13,38.98,1.856190476,19297.180399999994,918.9133523809523,206.94623452,15.918941117,75896.2965039531,5838.176654150238,18,1.1666666666666667,0.7222222222222222,2.165555556,1072.0655777777774,11.497013029,4216.4609168862835,0,0,1576418.3333333335,1832537.007244742,1341928.2,2499931.605449776,14,
0x53c78c6e67e34f29eba722f1deddb37ff60db67c,259.8564871390892,19,6,0,25,10,0.05,0.002,36.997,1.4798799999999996,437.133073265,43.713307327,284920.8070291795,28492.08070291795,12,2.0833333333333335,0.8333333333333334,0.004166667,3.083083333333333,36.427756105,23743.400585764957,0,0,2202686.111111111,5275620.9271134725,921395.4583333331,4030588.8766873,10,
0xf98882919e98a322fcd22e012ea4231c990f6d37,617.198697394,19,1,0,15,16,2024,134.933333333,461613.7799999999,30774.252,2491.20493,155.700308125,98030.3493695,6126.89683559375,24,0.625,0.6666666666666666,84.333333333,19233.907499999998,103.800205417,4084.5978903958335,0,0,3668610.5999999996,6775182.8904332565,2011959.1428571427,3405191.3538226816,17,
0xbfbeb6713318f4cfcfd400434f4f895c3b2a637d,154.99606937997885,19,2,0,3,4,72.70537346,24.235124487,51267.843875661805,17089.28129188727,227.70529982,56.926324955,54815.0135209118,13703.753380227952,19,0.15789473684210525,0.21052631578947367,3.826598603,2698.307572403253,11.984489464,2885.000711626937,0,0,303558.3333333333,524912.4366380867,9684333.0,13694429.551009126,14,
0xa9c7b20af78f312d22cbd039f66992b679f60369,113.00686567219,19,1,0,17,18,249.8084935,14.694617265,124650.84062886001,7332.402389932941,413.22609234,22.95700513,93015.0505254431,5167.502806969062,19,0.8947368421052632,0.9473684210526315,13.147815447,6560.570559413684,21.748741702,4895.528975023321,0,0,1688436.2941176472,3272050.8458169387,1528531.6250000005,2078465.4978306112,13,
0x601bb077e6b92908c175101070522f3139e16754,130.00045400000005,19,1,0,6,7,270.997481701,45.16624695,74438.10155563275,12406.350259272125,401,57.285714286,20970.31,2995.7585714285715,21,0.2857142857142857,0.3333333333333333,12.904641986,3544.6715026491784,19.095238095,998.5861904761905,0,0,1257075.1666666667,3077232.981319771,9484488.2,9436244.819510233,13,
0xcc73bead7cc785979ef30a0f3253c41837bd18fb,130.67892056600002,19,3,0,10,7,112,11.2,64031.78,6403.178000000001,242.68614003,34.669448576,27253.730223240007,3893.3900318914284,19,0.5263157894736842,0.3684210526315789,5.894736842,3370.093684210526,12.772954738,1434.4068538547372,0,0,3543060.6666666665,7102548.282437472,2212649.111111111,3178421.2061628746,13,
0xb78751279c5a4bb00d3ff5197e53247651f1fcad,234.631731425,19,1,0,9,8,2.35577998,0.261753331,2355.0251097036003,261.6694566337334,236.99034,29.6237925,21396.612488,2674.576561,19,0.47368421052631576,0.42105263157894735,0.12398842,123.94868998440002,12.473175789,1126.137499368421,0,0,3127084.2857142854,8059746.887858674,2835489.125,7700594.87031974,14,
0x56c3ef4a26b499e3bcfc1889868ba668df81d1d9,100.96055307822631,19,3,0,5,6,200.526315789,40.105263158,148209.35,29641.870000000003,286.55352,47.75892,115523.12220320001,19253.853700533335,18,0.2777777777777778,0.3333333333333333,11.140350877,8233.852777777778,15.91964,6417.951233511111,0,0,4492541.2,6643174.8949040705,5460751.75,7599516.389401955,17,
0x79df751a975c2734d0df335c5c21df95405de82d,121.93580182416383,19,13,0,10,24,187.25,18.725,155933.485,15593.3485,276.777121422,11.532380059,185535.22301602122,7730.634292334216,13,0.7692307692307693,1.8461538461538463,14.403846154,11994.88346153846,21.290547802,14271.940232001632,0,0,1270003.5217391304,3289704.386154695,1357166.4444444445,1839037.2667053344,16,
0x8561ad0e755bac0bd8f361334f0aab3a3a903ed7,215.76539755,19,2,0,4,5,45.09566591,11.273916478,31044.128901317898,7761.032225329474,260.86820659,52.173641318,4226.1828269175,845.2365653835,22,0.18181818181818182,0.22727272727272727,2.049802996,1411.0967682417227,11.857645754,192.09921940534093,0,0,1640553.25,2773520.437328268,7104312.333333334,10599274.608081881,13,
0x5ddc248bc74ee6d2c95a6310ea988cb0e71071d9,129.17624814757772,19,2,0,4,15,82.26286362,20.565715905,44506.956284402404,11126.739071100601,129.4576169,8.630507793,69608.93626387829,4640.59575092522,19,0.21052631578947367,0.7894736842105263,4.329624401,2342.4713833896003,6.813558784,3663.628224414647,0,0,2187557.928571428,3507605.0231513213,7919345.666666667,7034388.943180591,15,
0x15e6727da37b07edf4a7db437e9f3953b8dadcc1,121.502893696,19,1,0,3,11,75.555,25.185,16901.56155,5633.8538499999995,197.103857696,17.918532518,61309.030092877045,5573.548190261548,16,0.1875,0.6875,4.7221875,1056.347596875,12.318991106,3831.8143808048153,0,0,2531056.7,6971923.95636242,169304.5,237247.76011692925,17,
0x91d11d911bb7e4ef233e63c4b2bdcd18c33e92f4,158.39436322130175,19,2,0,3,7,153.286,51.095333333,175112.10813999997,58370.70271333333,311.68406457,44.526294939,281347.0420599403,40192.434579991466,11,0.2727272727272727,0.6363636363636364,13.935090909,15919.282558181816,28.334914961,25577.003823630934,0,0,990742.1666666667,1697479.2841892848,2071835.5,2765469.872483246,15,
0x1facf2c1037b289342f2fbb8e55ab90c953b19ee,225.12932569,19,2,0,6,4,325.01,54.168333333,325540.38239999994,54256.73039999999,542.75389554,135.688473885,292948.8662859896,73237.21657149741,13,0.46153846153846156,0.3076923076923077,25.000769231,25041.567876923073,41.750299657,22534.528175845353,0,0,9387704.0,5406007.436524944,2057828.6,3857054.1537441234,14,
0x2c7e08ecfc4d373c47ee60d9e0975fd97855e578,151.3596033866857,20,1,0,6774,46,13298.139023801,1.963114707,4214257.577071691,622.1224648762484,13581.98,295.260434783,4027491.7737999987,87554.16899565219,18,376.3333333333333,2.5555555555555554,738.785501322,234125.4209484273,754.554444444,223749.5429888888,1,87,312395.46666666656,833960.1772171301,2200.834194596189,45896.29632260251,13,
0x25bbfd3229091fabde6e21b94cc6a8150fc522df,135.84773272165458,20,1,0,4,14,326,81.5,124208.48,31052.120000000006,531.850882722,37.989348766,137524.58561791087,9823.184686993633,19,0.21052631578947367,0.7368421052631579,17.157894737,6537.288421052632,27.992151722,7238.136085153204,0,0,1578589.846153846,4221809.258845762,10852774.666666668,18784257.12526983,13,
0x58a313160d25efe7f54451eb99bb8521de0d8479,148.76007650036237,20,1,0,5,206,14.81,2.962,7371.291500000001,1474.2583,178.855839374,0.86823223,88952.67130654537,431.80908401235604,14,0.35714285714285715,14.714285714285714,1.057857143,526.5208214285715,12.775417098,6353.762236181812,0,0,159822.97073170726,85076.93189338282,3857087.2499999995,4207049.791981659,14,
0x54c00095e0676bf89ef46312295880cd3ed1e5a4,198.52651808966624,20,1,0,62,128,85.26,1.37516129,45732.51727999999,737.6212464516129,314.11935624,2.454057471,55394.54406555157,432.7698755121218,21,2.9523809523809526,6.095238095238095,4.06,2177.7389180952378,14.958064583,2637.8354316929317,0,0,418477.8346456692,1648656.530187735,569745.7213114753,1361676.8409809421,13,
0xd2355e1cd6f7f2b0f4b855a6985655e77c126f65,651.8800773163778,20,1,0,3,4,323,107.666666667,4884.5,1628.1666666666665,974.88132,243.72033,25803.157192799998,6450.789298200001,23,0.13043478260869565,0.17391304347826086,14.043478261,212.3695652173913,42.386144348,1121.8763996869563,0,0,4605682.666666667,7976884.939626078,28335424.0,40072148.58334761,13,
0xbff5092f83bd810e0926068b89633bf66eaa037b,1379.6956765730179,20,7554,0,14,35,751.3529,53.668064286,157860.895567,11275.778254785713,895.50862142,25.585960612,191888.96646972568,5482.541899135018,5,2.8,7.0,150.27058,31572.1791134,179.101724284,38377.793293945135,0,0,275715.50000000006,411272.7918164536,671163.9230769229,800015.008211144,7,
0x2cd9c2fa05a0ea0a443bc98743c5b9f70d174cef,283.9566333509808,20,1,0,5,42,414.28089715,82.85617943,287077.5579159785,57415.5115831957,698.23982438,16.624757723,119766.4635770541,2851.5824661203364,19,0.2631578947368421,2.210526315789474,21.804257745,15109.345153472552,36.749464441,6303.498083002848,0,0,261222.4878048781,912862.2751563109,5184933.5,10369139.002287012,13,
0xd79782ed1696b804a888fea79d94bbcfd7f1a08a,106.618086104,20,1,0,10,14,3.17073198,0.317073198,2370.9392132442003,237.09392132442,112.14891357,8.010636684,56091.1914410269,4006.5136743590647,14,0.7142857142857143,1.0,0.226480856,169.3528009460143,8.010636684,4006.513674359064,0,0,1008354.0769230769,1591116.031895771,762382.8888888889,1838519.408153776,16,
0xc4126277424acec7019d5d96ade9eaef3ea49bec,147.80441457806631,20,1,0,8,40,157.846,19.73075,88451.04779999999,11056.380974999998,224.167616403,5.60419041,85492.56612862952,2137.3141532157383,19,0.42105263157894735,2.1052631578947367,8.307684211,4655.3183052631575,11.7982956,4499.60874361208,0,0,1032427.3076923079,1007977.100425275,4819015.142857144,7673897.162207271,15,
0x5a7699380f2308b2d28b4c576e199ecf4142a59e,240.75493380677776,20,1,0,10,6,66.7277,6.67277,40332.127158999996,4033.212715899999,512.595,85.4325,269908.28654999996,44984.714425,17,0.5882352941176471,0.35294117647058826,3.925158824,2372.4780681764705,30.152647059,15876.958032352939,0,0,3268668.4,6659880.011262013,776860.3333333333,1064977.5880652373,13,
0xf767d56d189abeb2dd88ee4cc51f76c72de2f625,127.8819475965,20,3,0,7,5,169.01,24.144285714,81574.2938,11653.470542857143,569.885098209,113.977019642,58280.45754967308,11656.091509934617,21,0.3333333333333333,0.23809523809523808,8.048095238,3884.490180952381,27.137385629,2775.259883317766,0,0,3519229.2500000005,6641280.999210538,6321294.0,10042250.530689882,12,
0x3ee31ebeec55fd385f3aec2131795c6d4ca48acb,190.69385007777785,20,1,0,8,15,257.162745535,32.145343192,74374.18928736387,9296.773660920486,464.6004799,30.973365327,88633.3667408406,5908.89111605604,21,0.38095238095238093,0.7142857142857143,12.245845025,3541.6280613030417,22.123832376,4220.6365114686005,0,0,3803717.8571428573,10806960.552956464,4500887.428571429,5600645.406860025,14,
0x674be8404f1f4788a5b7d712281526cbc72a391c,100.39601446527992,20,2,0,9,3,190.178266,21.130918444,81920.46586627999,9102.273985142223,373.622067354,124.540689118,32835.975440685,10945.325146895,19,0.47368421052631576,0.15789473684210525,10.009382421,4311.603466646316,19.664319334,1728.209233720263,0,0,10411001.5,14721241.228280328,2602576.25,3710449.3739558496,14,
0x84f16d036231309a989eb7c7429887014ee71efa,550.1680782909999,20,6,0,10,19,176.175,17.6175,97395.42820000002,9739.542819999999,729.616396862,38.400862993,430452.86687453924,22655.41404602838,8,1.25,2.375,22.021875,12174.428525000003,91.202049608,53806.608359317404,0,0,350976.0,683961.4320669397,607389.5555555555,604752.4448849114,16,
0x75fbee4a9af8819a12a7cf5eac01694c990004e9,101.23659728282448,20,8,0,8,15,51.200559,6.400069875,17649.1535269,2206.1441908625,215.402869234,14.360191282,67641.49017590213,4509.432678393474,17,0.47058823529411764,0.8823529411764706,3.011797588,1038.185501582353,12.670757014,3978.9111868177724,0,0,1134328.857142857,2947618.661491232,3564145.7142857146,4057293.7424979764,13,
0x8f5183d14cbcbb4311fd41f293fdb1a85f3d422d,420.3966343078232,20,2,0,19,233,670.79,35.304736842,240764.9753,12671.840805263157,1174.978787803,5.042827415,448901.1902861198,1926.614550584205,17,1.1176470588235294,13.705882352941176,39.458235294,14162.645605882353,69.116399283,26405.952369771752,0,0,182867.82758620687,96993.8227310763,2312997.0,3946655.581769649,13,
0x58c3ca7bbe0c4bb96b318137f3e82b44fe539a6e,224.915849026,20,2,0,5,105,165.980412662,33.196082532,155250.98331296656,31050.196662593313,1011.08227352,9.629354986,583063.5305939884,5552.9860056570315,12,0.4166666666666667,8.75,13.831701055,12937.581942747214,84.256856127,48588.62754949903,0,0,230530.25000000003,1081137.2883664246,1234174.75,994800.9596887125,12,
0x8060e79be293b193f2e2073f54b410546c5ec79f,221.036646,20,1,0,4,4,200.125,50.03125,81365.8856,20341.471400000002,421.16383,105.2909575,142793.47130719997,35698.36782679999,18,0.2222222222222222,0.2222222222222222,11.118055556,4520.326977777778,23.397990556,7932.970628177776,0,0,381628.3333333333,660657.5871072195,8096593.0,7010819.189043389,15,
0x146fa91308fda24cf05ad5f961c1ae868f7f6178,256.725978297903,20,1,0,14,3,98.9,7.064285714,24892.572,1778.040857142857,409.34732823,136.44910941,35290.3465963487,11763.448865449569,19,0.7368421052631579,0.15789473684210525,5.205263158,1310.1353684210526,21.544596223,1857.3866629657211,0,0,19489342.5,27562092.48523436,3637417.923076923,3562546.703574202,12,
0xa5477858dac692208477a406f70635a4165298c8,180.13145425394347,20,1,0,8,25,338.666,42.33325,171113.54978,21389.1937225,518.308694304,20.732347772,208715.5146348637,8348.620585394548,18,0.4444444444444444,1.3888888888888888,18.814777778,9506.308321111112,28.794927461,11595.306368603538,0,0,974259.6666666667,3228410.1109302626,2771006.4285714286,6779825.166647512,14,
0xde31237b2708ab302e392645327df19233777182,434.044752714,20,1,0,4,10,33.33,8.3325,29138.824600000004,7284.706150000001,555.377016,55.5377016,52417.38675232,5241.738675232,21,0.19047619047619047,0.47619047619047616,1.587142857,1387.5630761904763,26.446524571,2496.066035824762,0,0,3158189.666666666,5080501.124425424,8381474.666666667,13337972.340328846,12,
0x9e0d9a29570b77b5cb78ecea9e5af4900d511674,180.4164859384173,20,1,0,7,5,470.866727638,67.266675377,162854.59200691947,23264.941715274213,651.277502398,130.25550048,118295.47033339187,23659.094066678375,19,0.3684210526315789,0.2631578947368421,24.782459349,8571.294316153657,34.277763284,6226.077385967993,0,0,10217961.0,19358120.507164378,6347931.833333333,7408210.106297241,13,
